Beam_Type,beam_width,beam_height,beam_length,flange_width,flange_height,web_thickness,concrete_compressive_strength,concrete_modulus_of_elasticity,yield_strength_of_reinforcement,prestressing_strength,steel_modulus_of_elasticity,area_of_steel_reinforcement,area_of_prime_reinforcement,area_of_prestressing_reinforcement,number_of_strands,axial_load,bond_condition,Cracking Load,Ultimate Moment,Ultimate Load,Axial Displacement
Prestressed T-Beam,369,892,7787,369,0,287,22,22044.95407,450,1602,200000,988,108,514,3,0.5763996,U,160.6623832,184.3680342,358.9184706,9.213003139
Rectangular RC,244,704,9056,1269,0,181,34,27405.47391,416,1757,200000,4036,180,415,1,0.5104085,U,82.26619161,394.8639386,893.9719569,8.359629353
Rectangular RC,261,935,7228,261,0,228,27,24421.91639,489,1785,200000,608,989,304,5,0.379848,B,138.3223634,141.1174758,254.9992788,22.75279068
Prestressed T-Beam,333,830,4208,333,154,272,23,22540.40816,403,1740,200000,3993,13,344,6,0.418992,B,128.3545079,1000.245461,1052.258225,24.08952078
Rectangular RC,483,913,6577,483,192,271,30,25742.9602,432,1650,200000,4019,984,718,3,0.82929,B,257.2741208,834.2002841,1371.633817,18.04677401
Rectangular PC,227,376,7741,1248,287,217,36,28200,461,1778,200000,3716,578,599,9,0.7455154,U,22.4646464,177.207168,342.940172,7.031544524
Rectangular RC,307,528,9832,307,158,177,28,24870.06232,480,1754,200000,1352,229,664,9,0.8152592,B,52.8362548,113.816399,279.7607087,5.441651857
Rectangular PC,243,596,5581,824,0,281,44,31176.27303,471,1867,200000,2882,531,622,6,0.8128918,B,66.79930146,456.108906,636.3859511,16.97657244
Rectangular RC,539,809,8708,539,0,338,20,21019.03899,489,1712,200000,4195,444,314,5,0.3762976,B,184.0549898,607.3623374,1322.227808,6.179006846
Prestressed T-Beam,485,1014,6787,485,0,226,27,24421.91639,442,1719,200000,4346,150,669,2,0.8050077,B,302.3056891,990.8472098,1681.220003,15.96505427
Rectangular PC,530,872,3515,530,0,289,21,21538.10577,483,1688,200000,4712,534,729,6,0.8613864,B,215.4593158,1810.916193,1591.342605,13.0365671
Rectangular RC,327,837,9141,1119,0,164,42,30459.48128,441,1705,200000,1504,916,658,5,0.785323,U,173.2088601,219.4458431,501.4886129,5.653207691
Rectangular RC,547,882,8959,547,226,178,32,26587.21497,450,1806,200000,987,939,704,3,0.8899968,U,280.8317947,161.5327791,361.7930421,24.08049782
Prestressed T-Beam,430,914,5212,430,136,236,20,21019.03899,437,1630,200000,3721,388,162,3,0.184842,U,187.4228918,936.3073952,1220.008536,5.178760313
Rectangular RC,389,625,5974,389,0,162,41,30094.68392,442,1866,200000,3165,563,492,1,0.6426504,B,113.5137194,487.920078,728.7086365,12.08339106
Rectangular RC,424,662,3932,424,0,187,29,25310.27459,447,1763,200000,4776,200,113,9,0.1394533,U,116.742133,1101.899418,1083.167128,21.11273225
Rectangular RC,584,968,4663,678,0,335,31,26168.49251,441,1720,200000,1791,934,550,4,0.6622,U,355.4603779,602.8914382,702.820694,24.48962597
Rectangular RC,576,1174,3556,576,164,259,46,31876.95092,456,1733,200000,4027,533,995,9,1.2070345,U,628.1804014,2232.35266,1984.561515,5.903297511
Rectangular PC,482,658,4671,853,0,184,30,25742.9602,453,1722,200000,3675,210,618,4,0.7449372,B,133.35406,766.6685069,895.2771489,24.01554765
Prestressed T-Beam,320,1005,9823,1170,279,317,29,25310.27459,496,1689,200000,3952,580,489,5,0.5781447,B,203.0616405,661.112101,1623.526042,11.7293087
Prestressed T-Beam,315,1086,3992,1367,140,225,33,26999.44444,416,1671,200000,3106,707,518,5,0.6059046,B,248.9854471,1243.393166,1240.906379,8.169469438
Rectangular PC,432,623,4628,1180,0,371,33,26999.44444,450,1636,200000,2483,660,318,4,0.3641736,U,112.3734203,506.4247138,585.9333939,21.47275054
Prestressed T-Beam,458,997,4691,458,0,259,27,24421.91639,408,1700,200000,2079,465,511,4,0.60809,U,275.9843568,653.9582336,766.9295184,17.85212175
Rectangular RC,558,625,7852,1400,114,154,30,25742.9602,483,1711,200000,1539,644,890,7,1.065953,B,139.2841347,206.899696,406.1441033,6.985097867
Rectangular RC,397,924,4104,397,0,151,41,30094.68392,407,1629,200000,2581,444,436,7,0.4971708,U,253.2055188,853.4144639,875.60324,17.36685496
Rectangular RC,336,1124,4270,926,114,383,28,24870.06232,462,1637,200000,4513,230,921,6,1.0553739,U,262.0581707,1838.193984,1962.272078,21.3319777
Rectangular PC,517,464,5902,517,287,179,34,27405.47391,455,1806,200000,3267,505,161,3,0.2035362,U,75.72037435,364.4490828,537.7446216,15.97961438
Rectangular RC,364,872,9636,531,147,248,46,31876.95092,469,1765,200000,1473,588,882,6,1.089711,U,219.0080402,228.0508083,549.3743972,11.85278478
Rectangular RC,424,903,7744,424,281,268,20,21019.03899,408,1608,200000,1465,253,497,9,0.5594232,U,180.3861314,249.7820431,483.5780355,9.276295052
Prestressed T-Beam,506,1097,4409,506,0,159,44,31176.27303,474,1876,200000,3114,729,878,3,1.1529896,U,471.2343062,1346.479309,1484.156819,20.01024823
Rectangular RC,433,754,6646,1014,0,222,38,28972.74581,404,1768,200000,2288,207,922,7,1.1410672,U,177.039093,371.8849999,617.8869274,12.98354518
Rectangular PC,371,452,8087,884,216,358,37,28588.98389,471,1874,200000,2621,635,192,5,0.2518656,B,53.78961439,211.6351787,427.8734226,21.63869399
Rectangular PC,351,1036,4330,351,0,273,31,26168.49251,463,1848,200000,1765,522,125,7,0.1617,U,244.711435,709.1076973,767.6090823,20.2836906
Prestressed T-Beam,514,426,7723,514,0,187,27,24421.91639,451,1711,200000,3078,66,146,2,0.1748642,B,56.54718486,226.2357696,436.8047122,20.04819754
Rectangular PC,573,492,9768,975,0,336,45,31528.55848,434,1679,200000,4139,835,598,3,0.7028294,U,108.5520111,293.1500088,715.8723215,20.87879844
Rectangular PC,359,926,9686,359,0,243,24,23025.20358,459,1617,200000,4425,880,828,2,0.9372132,B,175.9417196,616.3543605,1492.502084,16.11244584
Rectangular PC,295,1073,5054,666,0,382,32,26587.21497,488,1679,200000,2427,904,526,7,0.6182078,B,224.1523202,887.4129636,1121.246279,20.5920263
Rectangular PC,432,829,9045,432,151,268,36,28200,499,1794,200000,573,349,548,9,0.6881784,U,207.8216784,96.81815874,218.9300615,22.57579512
Rectangular PC,379,309,3953,379,0,312,20,21019.03899,438,1798,200000,2681,50,870,3,1.094982,B,18.88069411,196.5013561,194.1924652,11.01926558
Rectangular PC,312,391,9658,312,0,220,21,21538.10577,405,1715,200000,4242,315,374,7,0.448987,U,25.50143068,131.1066252,316.5569467,10.03576136
Prestressed T-Beam,517,438,4842,1249,0,289,26,23965.39171,487,1631,200000,2278,812,494,7,0.5639998,U,59.00274647,308.8062903,373.8100144,14.17543493
Rectangular RC,251,780,5802,251,141,391,21,21538.10577,420,1822,200000,4901,443,447,3,0.5701038,U,81.64307693,706.4099686,1024.647659,16.05587559
Rectangular PC,467,748,9216,467,283,319,44,31176.27303,435,1687,200000,3088,569,995,5,1.1749955,U,202.2056117,383.0711684,882.595972,5.562784082
Rectangular PC,494,632,3009,970,0,247,41,30094.68392,417,1760,200000,1720,75,470,6,0.57904,U,147.4007942,532.6685775,400.6999374,8.635583827
Prestressed T-Beam,585,1168,8692,1203,151,326,23,22540.40816,400,1702,200000,3147,693,437,5,0.5206418,B,446.5316627,614.3192418,1334.915712,5.444696244
Prestressed T-Beam,586,639,5609,586,250,276,47,32221.57662,492,1897,200000,3906,766,280,8,0.371812,B,191.3793393,747.5347231,1048.230565,16.23410524
Rectangular PC,312,351,3121,312,0,216,32,26587.21497,416,1762,200000,939,48,497,9,0.6129998,B,25.36825565,137.9188305,107.6111675,20.42235306
Prestressed T-Beam,300,1006,7782,300,0,182,33,26999.44444,468,1701,200000,3343,908,688,6,0.8192016,U,203.4796471,692.0250905,1346.334814,21.52944502
Rectangular PC,312,765,9105,312,0,253,39,29351.49059,405,1788,200000,3733,148,950,2,1.18902,B,133.0321339,424.6918948,966.7049254,16.16891412
Rectangular RC,280,1017,5560,520,0,290,22,22044.95407,457,1849,200000,2603,746,911,2,1.1791073,B,158.4740172,728.2096685,1012.211439,5.822947214
Rectangular RC,386,1098,6037,386,0,352,28,24870.06232,444,1825,200000,682,233,534,4,0.682185,B,287.2882013,206.457052,311.5953057,16.81448037
Rectangular RC,312,774,3440,312,0,381,37,28588.98389,471,1723,200000,3987,788,131,3,0.1579991,B,132.6429485,1366.507128,1175.19613,12.98722263
Rectangular PC,201,700,5749,201,0,297,44,31176.27303,488,1878,200000,3600,922,910,7,1.196286,U,76.21935431,648.6330381,932.247834,21.97650983
Rectangular PC,329,738,3590,329,0,372,35,27805.57498,482,1890,200000,4920,836,516,4,0.682668,B,123.6771399,1491.18455,1338.338134,13.13118799
Rectangular PC,419,1177,4368,419,0,310,38,28972.74581,447,1877,200000,3557,80,617,3,0.8106763,B,417.4510297,1551.770764,1694.533674,19.36414144
Rectangular RC,253,904,4989,821,0,183,39,29351.49059,449,1757,200000,3326,310,257,2,0.3160843,B,150.6386709,912.9311976,1138.653436,8.8948194
Prestressed T-Beam,542,1120,4361,1326,182,199,28,24870.06232,455,1602,200000,2289,596,685,4,0.768159,B,419.7214236,981.1983622,1069.751514,23.46706596
Prestressed T-Beam,423,956,6773,932,0,327,38,28972.74581,408,1609,200000,3164,448,769,5,0.8661247,U,278.0319719,652.8004503,1105.354362,10.90542132
Prestressed T-Beam,424,897,8303,424,283,286,25,23500,491,1666,200000,1448,15,172,4,0.2005864,B,199.006626,275.737286,572.3616715,5.115993821
Prestressed T-Beam,584,808,9210,558,0,156,31,26168.49251,461,1768,200000,1677,999,233,9,0.2883608,B,247.6641838,245.2356109,564.6549942,6.631374352
Rectangular PC,325,452,5064,650,188,286,34,27405.47391,430,1649,200000,892,405,227,1,0.2620261,B,45.16962435,114.8503406,145.4005312,9.587279707
Prestressed T-Beam,329,813,8502,1270,0,255,40,29725.41001,464,1726,200000,1887,342,848,9,1.0245536,B,160.455192,297.1548123,631.6025535,8.309705396
Rectangular RC,252,802,5415,252,139,303,25,23500,460,1796,200000,2905,147,425,8,0.53431,B,94.550988,616.6759295,834.8250395,8.809125922
Rectangular PC,371,1153,5951,371,0,279,24,23025.20358,409,1614,200000,2528,383,823,9,0.9298254,B,281.8934174,717.350253,1067.237839,16.58483747
Rectangular RC,417,1071,8435,417,175,154,48,32562.55518,452,1721,200000,1807,432,820,3,0.987854,U,386.6182983,385.1898655,812.2691288,14.46722008
Rectangular PC,359,975,8616,359,0,262,33,26999.44444,463,1647,200000,2450,327,485,9,0.5591565,U,228.7217365,456.1500898,982.5472935,19.2412017
Rectangular RC,397,305,5768,397,0,215,46,31876.95092,463,1713,200000,1245,813,613,9,0.7350483,B,29.22240066,93.51379283,134.8468893,20.80666278
Rectangular RC,446,799,6416,446,0,265,38,28972.74581,449,1605,200000,4548,816,109,2,0.1224615,B,204.7703183,860.1367,1379.659267,15.3337211
Rectangular RC,523,960,4576,523,252,287,37,28588.98389,485,1603,200000,3747,360,160,3,0.179536,B,342.0517421,1353.849079,1548.803346,16.85770216
Rectangular PC,402,1016,8003,1393,0,308,45,31528.55848,464,1878,200000,3154,613,612,8,0.8045352,B,324.7629783,669.9476482,1340.397757,20.51441099
Prestressed T-Beam,383,417,9616,1250,153,310,32,26587.21497,476,1772,200000,4014,500,389,7,0.4825156,U,43.95341896,216.8145404,521.222155,6.797856202
Prestressed T-Beam,322,784,3114,322,244,257,28,24870.06232,413,1655,200000,4811,221,850,2,0.984725,U,122.1838491,1536.122368,1195.871264,13.67951371
Prestressed T-Beam,454,900,9243,681,0,397,39,29351.49059,422,1614,200000,2204,577,856,9,0.9671088,U,267.9291491,328.6855409,759.5101136,15.56830462
Prestressed T-Beam,493,965,9581,493,0,260,45,31528.55848,427,1690,200000,2577,573,903,2,1.068249,U,359.2978285,405.799217,971.9905744,16.95774654
Rectangular PC,479,978,4368,479,288,283,47,32221.57662,492,1804,200000,1742,375,267,1,0.3371676,U,366.4451192,708.8092237,774.0196723,15.84985225
Rectangular PC,524,767,9492,524,0,163,41,30094.68392,457,1846,200000,3971,120,470,9,0.607334,B,230.2823925,508.413602,1206.465478,12.01568553
Rectangular PC,571,460,3138,1460,0,227,44,31176.27303,439,1838,200000,1479,702,323,4,0.4155718,B,93.50286097,324.6803929,254.7117682,10.75005954
Prestressed T-Beam,297,569,7923,1153,0,164,40,29725.41001,463,1608,200000,4444,159,667,6,0.7507752,B,70.9508769,430.7005649,853.110144,13.81558444
Rectangular PC,397,355,9467,397,0,374,26,23965.39171,496,1828,200000,3618,466,116,5,0.1484336,U,29.76327222,151.8212326,359.3229024,6.331754037
Rectangular PC,594,527,7941,594,133,270,47,32221.57662,401,1816,200000,2319,268,415,4,0.527548,U,131.9481769,213.0846003,423.0262028,14.42331873
Rectangular PC,439,1148,6373,439,144,372,49,32900,442,1784,200000,3464,169,778,4,0.9715664,U,472.4905491,1012.522874,1613.202069,24.31426942
Rectangular RC,343,448,9437,343,228,358,40,29725.41001,496,1794,200000,4636,983,569,3,0.7145502,B,50.7956981,289.3873546,682.7371162,6.077924774
Rectangular PC,296,345,9076,296,0,320,31,26168.49251,487,1638,200000,1776,777,232,4,0.2660112,B,22.88534889,90.36179735,205.0309182,8.058874011
Prestressed T-Beam,400,443,8648,400,0,356,28,24870.06232,411,1639,200000,2336,174,932,4,1.0692836,U,48.46109791,151.0196325,326.5044455,17.606998
Rectangular RC,323,1049,4315,1201,0,297,21,21538.10577,491,1615,200000,4948,196,834,7,0.942837,B,190.0246476,1769.737519,1909.104349,19.14773798
Rectangular RC,386,1083,3073,386,197,389,22,22044.95407,434,1680,200000,700,218,117,9,0.137592,B,247.7435452,399.1835007,306.6727244,14.50544015
Rectangular RC,525,931,6846,818,0,170,24,23025.20358,473,1690,200000,1971,443,168,4,0.198744,U,260.0824669,454.8255783,778.4339772,23.33637735
Rectangular PC,548,639,3483,1206,155,341,37,28588.98389,497,1737,200000,3200,444,161,6,0.1957599,B,158.7924782,986.9525743,859.3889541,14.63417994
Rectangular PC,458,712,7111,458,0,178,47,32221.57662,468,1780,200000,4817,569,956,6,1.191176,U,185.7039681,758.1887272,1347.87001,7.18711099
Rectangular PC,347,1031,4549,347,0,336,33,26999.44444,462,1664,200000,3742,755,426,5,0.4962048,U,247.2011945,1352.475372,1538.102617,14.57972094
Prestressed T-Beam,451,819,4359,451,149,222,41,30094.68392,440,1714,200000,724,249,497,5,0.5963006,B,225.9867952,221.1038728,240.9479454,15.29441184
Prestressed T-Beam,545,643,9936,1251,200,341,45,31528.55848,463,1649,200000,2666,536,193,9,0.2227799,B,176.3483882,278.7212981,692.3437046,13.57509314
Prestressed T-Beam,346,686,4896,346,218,242,38,28972.74581,417,1884,200000,3117,582,500,2,0.6594,U,117.101624,610.9730996,747.8310739,23.29158154
Rectangular RC,347,772,9659,347,0,321,40,29725.41001,469,1745,200000,3847,379,496,6,0.605864,B,152.5951958,480.4610497,1160.19332,14.58460081
Prestressed T-Beam,551,574,8246,1105,0,311,24,23025.20358,410,1779,200000,2036,829,507,9,0.6313671,B,103.7594818,196.1343307,404.3309227,18.84881724
Rectangular RC,398,652,9967,1053,214,196,29,25310.27459,464,1760,200000,2068,572,583,3,0.718256,U,106.2977452,212.0301499,528.3261261,15.17289584
Rectangular PC,507,365,9661,507,0,158,35,27805.57498,422,1866,200000,3244,684,930,4,1.214766,B,46.62023948,151.4038618,365.6781772,19.53041883
Rectangular PC,327,378,7224,327,292,337,43,30819.96106,403,1700,200000,3241,26,757,6,0.90083,U,35.74475871,195.8887702,353.7751189,7.178319989
Rectangular RC,238,897,3510,238,0,261,44,31176.27303,406,1747,200000,4242,819,250,7,0.305725,B,148.1954845,1467.60858,1287.826529,23.89823
Rectangular PC,537,935,3422,537,0,179,39,29351.49059,440,1749,200000,745,186,505,3,0.6182715,U,342.039766,334.6176793,286.2654246,17.23506596
Rectangular PC,559,501,5432,559,255,166,45,31528.55848,448,1823,200000,4843,980,636,8,0.8115996,U,109.8095991,635.5032894,863.013467,11.15505005
Rectangular PC,328,961,4906,328,0,329,20,21019.03899,416,1799,200000,4986,810,911,9,1.1472223,B,158.0455989,1221.858961,1498.610015,9.666249821
Rectangular PC,466,857,7327,466,265,208,40,29725.41001,474,1890,200000,2519,539,380,2,0.50274,U,252.5366097,499.8431006,915.5875995,19.7543968
Rectangular PC,350,412,3958,350,0,268,23,22540.40816,454,1679,200000,1669,788,711,7,0.8356383,B,33.2409314,232.8932771,230.4478977,10.34622554
Prestressed T-Beam,497,390,3824,922,0,281,24,23025.20358,426,1707,200000,3354,161,723,7,0.8639127,U,43.20539831,399.1053331,381.5446984,13.97749936
Rectangular PC,298,440,3064,689,0,317,30,25742.9602,411,1761,200000,1136,84,896,3,1.1044992,U,36.86625596,217.4657206,166.578742,17.33413865
Rectangular PC,462,588,7928,1443,0,373,33,26999.44444,446,1747,200000,624,46,671,2,0.8205659,U,107.0533808,73.68487594,146.0434241,22.15511441
Rectangular RC,451,1029,7710,624,0,245,44,31176.27303,433,1804,200000,2009,794,600,9,0.75768,B,369.5561375,429.0650902,827.0229613,21.58502773
Rectangular RC,343,888,6348,505,296,284,43,30819.96106,407,1684,200000,696,782,609,7,0.7178892,U,206.9193326,147.1162056,233.4734184,18.34187688
Rectangular RC,545,710,9124,545,0,187,46,31876.95092,422,1649,200000,2761,516,212,4,0.2447116,U,217.389671,321.8884537,734.2275629,10.29970958
Rectangular PC,311,676,3800,311,192,181,30,25742.9602,425,1720,200000,3008,319,217,5,0.261268,B,90.81575502,730.5716694,694.043086,8.238422973
Prestressed T-Beam,259,683,9063,1053,0,218,46,31876.95092,433,1752,200000,3076,272,616,7,0.7554624,B,95.60197778,331.9786088,752.1805329,15.90881178
Rectangular RC,568,1145,3277,568,0,383,43,30819.96106,431,1798,200000,4986,903,805,9,1.013173,B,569.6922698,2729.963588,2236.52267,22.63036278
Rectangular RC,201,451,9109,1438,271,216,27,24421.91639,405,1825,200000,4282,56,279,5,0.3564225,U,24.78436594,160.3249214,365.0999273,13.16651358
Rectangular PC,584,1134,4717,584,0,205,20,21019.03899,464,1859,200000,767,312,506,7,0.6584578,U,391.8327604,320.9786997,378.5141316,19.73997904
Prestressed T-Beam,503,1050,5413,588,169,169,47,32221.57662,458,1662,200000,1817,559,485,1,0.564249,U,443.5497122,600.6827397,812.8739175,21.64075
Prestressed T-Beam,453,926,9659,1345,278,341,26,23965.39171,449,1877,200000,1738,750,313,5,0.4112507,B,231.0753604,269.6893393,651.2323321,10.25074241
Rectangular PC,339,618,4238,339,0,269,32,26587.21497,467,1781,200000,4259,343,952,8,1.1868584,U,85.44731631,859.1236327,910.2414889,24.28689646
Prestressed T-Beam,236,668,9582,236,0,294,39,29351.49059,488,1603,200000,2107,895,207,2,0.2322747,B,76.72625857,235.9835601,565.2986182,10.10044748
Rectangular RC,359,905,7523,359,110,293,25,23500,407,1792,200000,3168,401,735,8,0.921984,U,171.5174854,526.508499,990.2308595,16.78753368
Prestressed T-Beam,208,859,9872,208,0,160,23,22540.40816,439,1854,200000,3720,497,532,5,0.6904296,U,85.8737385,400.7916503,989.153793,18.36004433
Rectangular RC,432,1002,9539,432,0,290,31,26168.49251,445,1750,200000,1147,297,564,8,0.6909,U,281.7389076,198.4257094,473.1957106,16.06011852
Prestressed T-Beam,298,761,8620,298,0,295,24,23025.20358,483,1605,200000,2411,964,267,2,0.2999745,U,98.63657601,331.1007806,713.5221822,17.43111348
Rectangular RC,346,311,4486,346,0,163,24,23025.20358,477,1814,200000,4109,821,288,8,0.3657024,U,19.127107,209.1221339,234.5304732,9.22324773
Rectangular RC,503,455,7681,503,0,183,36,28200,432,1829,200000,4167,655,898,5,1.1497094,B,72.8935025,322.5050235,619.2902713,7.886663409
Rectangular RC,407,983,6298,407,0,353,25,23500,457,1732,200000,3694,84,188,4,0.2279312,U,229.4131134,893.0291589,1406.074411,5.308748099
Rectangular PC,330,776,7470,330,0,235,29,25310.27459,402,1684,200000,3385,715,490,9,0.577612,B,124.8484546,466.2381326,870.6997127,17.17592891
Rectangular PC,351,700,8619,351,0,362,35,27805.57498,478,1753,200000,4245,912,124,3,0.1521604,U,118.7090989,518.2518249,1116.70312,23.47924025
Prestressed T-Beam,253,1107,5995,253,0,274,43,30819.96106,426,1801,200000,4336,939,195,3,0.2458365,B,237.1902213,1176.527391,1763.320427,18.61281005
Prestressed T-Beam,319,476,3092,319,0,303,48,32562.55518,482,1793,200000,4168,288,221,8,0.2773771,B,58.42140494,900.0678502,695.7524482,18.02033215
Prestressed T-Beam,360,640,6531,360,0,319,40,29725.41001,464,1619,200000,4333,906,797,2,0.9032401,U,108.8025901,622.2967057,1016.054946,15.65149529
Rectangular RC,315,356,8696,1070,0,338,33,26999.44444,456,1869,200000,1084,167,672,3,0.8791776,B,26.75557627,62.64704782,136.194682,17.36285284
Rectangular RC,274,1154,9464,274,163,316,29,25310.27459,434,1845,200000,916,164,427,8,0.5514705,U,229.249274,180.1331634,426.1950645,19.46350333
Prestressed T-Beam,312,1151,8009,312,0,279,48,32562.55518,451,1670,200000,3020,487,113,9,0.132097,U,334.0970567,710.8569984,1423.313425,8.023577615
Rectangular RC,303,747,8441,303,227,334,47,32221.57662,496,1801,200000,836,586,467,1,0.5887469,B,135.2320248,133.1010528,280.8764966,19.60718721
